X,id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,flag_transaksi_finansial,status_transaksi,bank_pemilik_kartu,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
9711,2457385,2457384,93,-2,1798,1037368,301,16,10000000.0,96,5,265,4522,613,132818,3,2,1,9,False,3,999,2222784.81,5000000.0,1000000.0,3.57,1
1956,2457575,2457668,0,-2,1798,2124651,26,10,1250000.0,96,5,128,3045,613,114536,2,2,1,9,False,3,999,1358068.8530000001,1900000.0,1000000.0,5.0,1
6147,2457635,2457677,104,-2,1798,1581535,26,10,200000.0,96,5,265,1834,613,171450,3,2,1,9,False,3,999,90000.0,100000.0,50000.0,1.2,1
4156,2457513,2457512,111,-2,1798,-3,156,12,2000000.0,96,5,284,1180,1596,103751,2,1,5,8,False,3,999,1863980.7969999998,2500000.0,1000000.0,1.61,1
1396,2457582,2457674,111,-2,1798,1942709,301,16,2500000.0,96,5,128,2751,613,81858,2,2,1,9,False,3,999,1214624.702,10000000.0,22308.0,2.91,1
2645,2457603,2457646,111,-2,1798,1525134,26,10,1250000.0,96,5,273,1697,613,132907,3,2,1,9,False,3,999,287720.3488,2000000.0,10000.0,1.77,1
10057,2457450,2457545,111,-2,1798,3100361,26,10,200000.0,96,5,265,8089,613,114401,2,2,1,9,False,3,999,247683.4304,1250000.0,21400.0,1.65,1
5952,2457660,2457751,132,-2,1798,-3,156,12,2500000.0,96,5,128,5228,1974,134155,3,1,5,8,False,3,999,1341592.168,9160000.0,200000.0,1.61,1
7976,2457505,2457566,103,-2,1798,1531798,238,9,1200000.0,96,5,181,5422,613,124156,3,2,1,9,False,3,999,834782.6087,2500000.0,50000.0,1.74,1
8631,2457647,2457738,111,-2,1798,1893591,147,3,4899000.0,96,5,128,2499,613,222041,4,2,1,9,False,3,999,3686947.417,18640000.0,50000.0,1.79,1
4778,2457536,2457602,0,-2,1798,-3,156,12,2500000.0,96,5,128,5643,2210,143936,3,1,5,8,False,3,999,2057527.7780000002,6700000.0,238000.0,6.0,1
7593,2457636,2457731,104,-2,1798,2536762,159,19,110000.0,96,5,265,3944,613,164206,3,2,1,9,False,3,999,265531.0526,3300000.0,90000.0,1.69,1
2480,2457393,2457418,111,-2,1798,-3,156,12,2000000.0,96,5,152,2019,2620,112843,2,1,5,8,False,3,999,1641211.811,14130000.0,45000.0,1.39,1
3406,2457590,2457673,111,-2,1798,2419374,26,10,1250000.0,96,5,128,3921,613,73629,2,2,1,9,False,3,999,2248279.221,50000000.0,27500.0,2.66,1
9345,2457636,2457724,93,-2,1798,508187,385,11,2500000.0,96,5,128,5024,613,70324,2,2,1,9,False,3,999,2382324.27,40000000.0,26500.0,3.88,1
10883,2457655,2457661,132,-2,1798,1564130,159,19,13997536.0,96,5,128,1806,613,132839,3,2,1,9,False,3,999,440822.8642,1100000.0,54900.0,1.47,1
3319,2457353,2457426,0,-2,1798,2774055,301,16,500000.0,96,5,60,8566,613,214139,4,2,1,9,False,3,999,1385215.892,10000000.0,137000.0,1.86,1
206,2457638,2457725,0,-2,1798,-3,156,12,1500000.0,-2,15,42,7764,1,181536,4,1,5,8,False,3,999,873846.1538,5500000.0,45000.0,1.64,1
10812,2457582,2457650,111,216408,599,2465814,58,6,1239072.0,96,5,128,7451,1026,114721,2,2,2,4,False,3,999,1196821.328,10000000.0,70700.0,1.58,1
3030,2457557,2457621,0,-2,1798,1618281,159,19,8000000.0,96,5,128,1906,613,81810,2,2,1,9,False,3,999,1247238.889,1250000.0,1730000.0,5.0,1
13283,2457534,2457585,111,-2,1798,-3,156,12,200000.0,96,5,128,5146,1986,202313,4,1,5,8,False,3,999,826201.8072,8554000.0,25700.0,1.54,1
1288,2457434,2457491,93,-2,1798,1224648,238,9,2450000.0,96,5,128,5298,613,115301,2,2,1,9,False,3,999,315458.8235,850000.0,100000.0,1.31,1
1297,2457425,2457508,93,-2,1798,3108547,301,16,1200000.0,96,5,75,4528,613,65920,2,2,1,9,False,3,999,4980863.551,75000000.0,15000.0,5.84,1
6129,2457585,2457677,104,-2,1798,2432928,385,11,200000.0,96,5,265,3852,613,80654,2,2,1,9,False,3,999,66666.66667,100000.0,50000.0,1.67,1
3056,2457314,2457319,104,-2,1798,2432631,238,9,1600000.0,96,5,189,5590,613,50229,1,2,1,9,False,3,999,389285.7143,1250000.0,22500.0,1.64,1
12293,2457628,2457720,104,-2,1798,1347172,26,10,300000.0,96,5,128,906,613,162823,3,2,1,9,False,3,999,363406.4516,1700000.0,24900.0,1.73,1
14025,2457419,2457507,103,-2,1798,-3,156,12,1500000.0,96,5,185,289,561,112233,2,1,5,8,False,3,999,355611.0143,1000000.0,100000.0,1.15,1
5786,2457610,2457695,104,-2,1798,91674,301,16,10000000.0,96,5,58,5150,613,105113,2,2,1,9,False,3,999,859125.8852,7000000.0,25000.0,1.68,1
76,2457423,2457472,4,-2,1798,2953893,26,10,2500000.0,96,5,128,4463,613,94844,2,2,1,9,False,3,999,5094545.455,24504480.0,1026000.0,1.94,1
13973,2457576,2457656,111,-2,1798,-3,156,12,2500000.0,96,5,128,1353,1047,65131,2,1,5,8,False,3,999,1904523.256,10000000.0,77200.0,1.93,1
8037,2457559,2457574,132,-2,1798,1919597,385,11,1250000.0,96,5,70,2548,613,140707,3,2,1,9,False,3,999,1445115.639,10000000.0,25000.0,4.13,1
14615,2457453,2457549,111,-2,1798,-3,156,12,500000.0,96,5,255,5341,1395,200422,4,1,5,8,False,3,999,719703.8809999999,8831000.0,18000.0,1.33,1
784,2457614,2457642,1,-2,1798,-3,156,12,1000000.0,96,5,283,269,569,53429,1,1,5,8,False,3,999,1097040.246,2500000.0,400000.0,2.17,1
1916,2457627,2457691,103,-2,1798,1522461,385,11,1250000.0,96,5,265,1698,613,103104,2,2,1,9,False,3,999,2475050.0,28527000.0,100000.0,1.59,1
478,2457523,2457612,4,-2,1798,-3,156,12,500000.0,96,5,60,7745,765,71601,2,1,5,8,False,3,999,1431667.604,10000000.0,26500.0,1.41,1
859,2457648,2457739,111,-2,1798,2382586,159,19,10000000.0,96,5,259,5145,613,164909,3,2,1,9,False,3,999,771543.0769,10000000.0,50000.0,2.86,1
5664,2457531,2457627,111,-2,1798,-3,156,12,300000.0,96,5,128,7837,1370,105417,2,1,5,8,False,3,999,1332122.874,25000000.0,50000.0,3.09,1
13477,2457462,2457556,2,-2,1798,-3,156,12,2500000.0,96,5,1,2017,1867,54350,1,1,5,8,False,3,999,11723483.47,100000000.0,41804.0,2.4,1
9937,2457648,2457738,93,-2,1798,-3,156,12,3000000.0,73,16,174,7813,1971,192125,4,1,3,8,False,3,999,4348541.893,25000000.0,1026000.0,2.27,1
13621,2457384,2457434,93,-2,1798,-3,156,12,1500000.0,96,5,51,11,614,195925,4,1,5,8,False,3,999,3966382.512,54659000.0,100000.0,2.48,1
8496,2457409,2457500,111,-2,1798,2005,385,11,1200000.0,96,5,210,730,613,150318,3,2,1,9,False,3,999,207690.4762,1200000.0,16500.0,1.25,1
6237,2457650,2457710,111,-2,1798,3186054,301,16,1181000.0,96,5,265,4552,613,140801,3,2,1,9,False,3,999,1526250.0,9160000.0,24000.0,1.27,1
10920,2457560,2457652,0,-2,1798,1420055,385,11,100000.0,96,5,60,1286,613,123018,3,2,1,9,False,3,999,1008156.1429999999,15000000.0,22700.0,2.16,1
14244,2457390,2457480,103,-2,1798,-3,156,12,1000000.0,96,5,128,293,573,135855,3,1,5,8,False,3,999,701532.1111,2100000.0,10000.0,1.58,1
9974,2457313,2457407,103,-2,1798,-3,156,12,850000.0,96,5,55,5342,340,100648,2,1,5,8,False,3,999,369565.2174,1000000.0,100000.0,2.4,1
10293,2457640,2457672,93,-2,1798,1289504,26,10,1500000.0,96,5,128,700,613,153934,3,2,1,9,False,3,999,1417044.9130000002,10699000.0,86140.0,3.94,1
5397,2457661,2457669,111,-2,1798,1964,385,11,500000.0,96,5,265,818,613,81827,2,2,1,9,False,3,999,245127.7474,1250000.0,10000.0,1.85,1
13556,2457549,2457637,104,-2,1798,-3,156,12,1500000.0,96,5,187,577,2118,213532,4,1,5,8,False,3,999,5250000.0,5700000.0,5700000.0,1.0,1
14709,2457506,2457535,0,-2,1798,2876767,301,16,15000000.0,96,5,265,4275,613,65724,2,2,1,9,False,3,999,6445000.0,27500000.0,50000.0,1.74,1
10026,2457646,2457733,104,-2,1798,1245651,385,11,100000.0,96,5,265,696,613,102434,2,2,1,9,False,3,999,109789.6552,100000.0,50000.0,1.0,1
6309,2457371,2457451,0,-2,1798,-3,156,12,300000.0,96,5,99,5286,1974,171607,3,1,5,8,False,3,999,931744.6429,12828000.0,25700.0,2.54,1
13089,2457536,2457616,103,-2,1798,2008048,238,9,300000.0,96,5,128,5549,613,44057,1,2,1,9,False,3,999,1184367.722,6000000.0,30900.0,1.33,1
6753,2457511,2457589,0,-2,1798,-3,156,12,1200000.0,96,5,8,67,173,180034,4,1,5,8,False,3,999,1343814.583,9000000.0,33500.0,1.84,1
9906,2457522,2457558,111,-2,1798,-3,156,12,1500000.0,96,5,259,5283,2403,83031,2,1,5,8,False,3,999,836890.1765,2500000.0,28000.0,1.68,1
8680,2457402,2457419,2,-2,1798,2073725,26,10,1250000.0,96,5,265,2885,613,63653,2,2,1,9,False,3,999,512797.4,2150000.0,20000.0,2.57,1
9821,2457377,2457462,0,-2,1798,1800245,301,16,10000000.0,96,5,76,2148,613,101439,2,2,1,9,False,3,999,1032780.882,2500000.0,220000.0,1.67,1
1333,2457595,2457689,5,-2,1798,1874486,159,19,50000.0,96,5,265,2444,613,155630,3,2,1,9,False,3,999,299250.0,1100000.0,40000.0,1.76,1
12292,2457581,2457610,0,-2,1798,-3,156,12,1800000.0,96,5,51,16,614,101604,2,1,5,8,False,3,999,2931390.898,5000000.0,500000.0,2.5,1
14149,2457561,2457649,104,-2,1798,-3,156,12,300000.0,96,5,240,7832,81,140406,3,1,5,8,False,3,999,312274.5591,1250000.0,25000.0,1.28,1
11962,2457441,2457500,111,-2,1798,1587950,385,11,2500000.0,96,5,128,1899,613,143833,3,2,1,9,False,3,999,502865.16,1000000.0,147850.0,1.14,1
6411,2457565,2457646,0,-2,1798,-3,156,12,1250000.0,96,5,8,227,226,125842,3,1,5,8,False,3,999,2073712.9440000001,6700000.0,80000.0,1.82,1
5990,2457508,2457585,93,-2,1798,1730371,385,11,2500000.0,96,5,60,2065,613,84242,2,2,1,9,False,3,999,2346827.891,60000000.0,50000.0,2.36,1
1798,2457615,2457683,104,-2,1798,-3,156,12,1500000.0,96,5,128,1921,2001,74158,2,1,5,8,False,3,999,5250000.0,10000000.0,1000000.0,1.64,1
7788,2457306,2457398,0,-2,1798,1446196,26,10,1250000.0,96,5,60,918,613,101928,2,2,1,9,False,3,999,708412.9063,1000000.0,100000.0,1.75,1
9232,2457627,2457627,103,-2,1798,2686838,385,11,200000.0,96,5,242,8584,613,60642,2,2,1,9,False,3,999,950000.0,3000000.0,26500.0,2.21,1
10592,2457642,2457735,93,-2,1798,1474226,159,19,20000000.0,96,5,203,1551,613,112240,2,2,1,9,False,3,999,4156069.526,25000000.0,78500.0,2.27,1
6451,2457529,2457547,111,-2,1798,1586479,26,10,1000000.0,96,5,293,1823,613,80040,2,2,1,9,False,3,999,1055198.539,2500000.0,100000.0,3.0,1
3524,2457504,2457576,111,-2,1798,1092201,26,10,2500000.0,96,5,148,354,613,123055,3,2,1,9,False,3,999,1691944.165,10000000.0,100000.0,1.9,1
7334,2457397,2457473,103,-2,1798,-3,156,12,1000000.0,96,5,52,18,614,164935,3,1,5,8,False,3,999,376260.0406,1000000.0,55000.0,1.89,1
10773,2457422,2457511,0,-2,1798,-3,156,12,2000000.0,96,5,265,1349,1386,133212,3,1,5,8,False,3,999,976575.7207,2800000.0,60000.0,1.63,1
1335,2457514,2457573,111,-2,1798,2344943,26,10,500000.0,96,5,141,3442,613,165642,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
8211,2457370,2457411,103,-2,1798,-3,156,12,1300000.0,96,5,153,7811,2387,151541,3,1,5,8,False,3,999,1184367.722,10000000.0,25000.0,2.08,1
6345,2457442,2457521,111,-2,1798,1984709,26,10,2500000.0,96,5,185,2775,613,95641,2,2,1,9,False,3,999,2839343.434,12123109.0,1000000.0,2.63,1
11350,2457517,2457527,93,-2,1798,-3,156,12,1250000.0,96,5,128,1737,840,110612,2,1,5,8,False,3,999,1765622.4730000002,20000000.0,50000.0,2.7,1
6525,2457466,2457512,0,-2,1798,2056320,147,3,684477.0,96,5,187,2873,613,173734,3,2,1,9,False,3,999,372705.7576,2450000.0,44000.0,1.39,1
3584,2457575,2457627,93,-2,1798,-3,156,12,2000000.0,96,5,189,5667,2286,140621,3,1,5,8,False,3,999,2357568.312,46765185.0,50000.0,1.78,1
11231,2457646,2457730,93,-2,1798,-3,156,12,3411266.0,149,7,27,5187,1975,172354,3,1,5,8,False,3,999,2564532.946,28555000.0,200000.0,2.69,1
10031,2457465,2457540,111,-2,1798,2486941,26,10,2500000.0,96,5,70,8250,613,93152,2,2,1,9,False,3,999,1141783.399,8000000.0,27700.0,1.91,1
10721,2457651,2457745,103,-2,1798,352104,385,11,100000.0,96,5,189,4670,613,151928,3,2,1,9,False,3,999,303038.1719,1000000.0,23000.0,2.0,1
1238,2457576,2457632,111,-2,1798,1368763,385,11,1250000.0,96,5,75,1048,613,151421,3,2,1,9,False,3,999,889019.9027,2500000.0,77600.0,1.63,1
2891,2457475,2457495,111,-2,1798,756,26,10,300000.0,96,5,237,2343,613,111825,2,2,1,9,False,3,999,1674568.93,10000000.0,300000.0,1.73,1
3583,2457426,2457513,1,-2,1798,-3,156,12,200000.0,96,5,37,225,214,121152,3,1,5,8,False,3,999,665171.8587,2500000.0,25000.0,2.29,1
12786,2457395,2457439,111,-2,1798,2849096,301,16,10000000.0,96,5,128,4191,613,204731,4,2,1,9,False,3,999,1674568.93,2500000.0,50000.0,2.26,1
7247,2457614,2457627,0,-2,1798,2541786,26,10,1250000.0,96,5,259,4017,613,120153,3,2,1,9,False,3,999,645719.5423,2500000.0,10000.0,1.77,1
5993,2457662,2457754,104,-2,1798,-3,440,15,70000.0,96,5,8,176,177,110754,2,1,5,8,False,3,999,265531.0526,1150000.0,20400.0,1.16,1
5412,2457520,2457607,2,-2,1798,-3,156,12,5098977.0,96,5,128,7713,2609,144459,3,1,5,8,False,3,999,3030391.639,27500000.0,51500.0,2.83,1
2579,2457566,2457658,111,-2,1798,1919585,159,19,19305000.0,96,5,128,2548,613,231003,4,2,1,9,False,3,999,2530285.326,8640720.0,200000.0,2.08,1
13961,2457592,2457631,111,-2,1798,-3,156,12,2500000.0,96,5,93,1352,1480,153915,3,1,5,8,False,3,999,1904523.256,10000000.0,77200.0,1.93,1
1255,2457642,2457732,111,-2,1798,3338459,238,9,1700000.0,96,5,139,8524,613,73920,2,2,1,9,False,3,999,766759.0909,5000000.0,14500.0,1.93,1
12896,2457402,2457436,103,-2,1798,2032,26,10,2500000.0,96,5,128,764,613,83812,2,2,1,9,False,3,999,617486.5854,2500000.0,65800.0,1.38,1
1398,2457452,2457507,104,-2,1798,1590941,26,10,1200000.0,96,5,293,1964,613,155153,3,2,1,9,False,3,999,501560.0,2500000.0,66300.0,1.18,1
14392,2457615,2457692,111,-2,1798,174326,301,16,10000000.0,96,5,251,3941,613,3349,1,2,1,9,False,3,999,2085884.0580000002,4700000.0,289724.0,2.44,1
1016,2457459,2457537,0,-2,1798,1898620,385,11,1100000.0,96,5,237,2499,613,113548,2,2,1,9,False,3,999,1386250.0,2500000.0,700000.0,1.6,1
11292,2457648,2457739,3,-2,1798,-3,156,12,1250000.0,-2,16,1,5707,1,201259,4,1,5,8,False,3,999,6828647.765,25000000.0,300000.0,2.29,1
82,2457611,2457696,111,-2,1798,1857064,159,19,1586000.0,96,5,259,2360,613,110603,2,2,1,9,False,3,999,1380108.281,14280000.0,25000.0,2.56,1
1130,2457616,2457680,93,-2,1798,2132716,159,19,300000.0,96,5,244,2285,613,53833,1,2,1,9,False,3,999,1564276.889,10000000.0,100000.0,2.54,1
10757,2457611,2457642,93,-2,1798,2628243,385,11,2500000.0,96,5,70,4230,613,144118,3,2,1,9,False,3,999,4428704.61,75000000.0,26500.0,2.72,1
8962,2457539,2457559,93,-2,1798,174326,26,10,2500000.0,96,5,223,3650,613,202529,4,2,1,9,False,3,999,2390178.571,15000000.0,100000.0,2.24,1
1006,2457637,2457731,103,593279,422,2414611,58,6,125000.0,96,5,189,6868,808,214143,4,2,2,4,False,3,999,968780.1688,2000000.0,200000.0,1.36,1
9693,2457424,2457505,111,-2,1798,3046584,301,16,50000000.0,96,5,128,8136,613,124419,3,2,1,9,False,3,999,8249704.194,23000000.0,1750000.0,1.94,1
10233,2457431,2457519,111,-2,1798,2102397,385,11,1000000.0,96,5,128,3005,613,183418,4,2,1,9,False,3,999,1241861.123,10000000.0,795884.0,1.5,1
6059,2457659,2457696,2,-2,1798,1274368,385,11,1500000.0,96,5,128,700,613,110504,2,2,1,9,False,3,999,15523460.4,98000000.0,240000.0,3.32,1
6511,2457662,2457715,2,-2,1798,1926367,26,10,1250000.0,96,5,128,2604,613,102007,2,2,1,9,False,3,999,7948597.607999999,67865000.0,490000.0,1.33,1
11640,2457550,2457638,111,-2,1798,-3,156,12,2500000.0,96,5,93,4872,1546,83953,2,1,5,8,False,3,999,4143046.023,4200000.0,5000000.0,2.9,1
8368,2457597,2457652,0,-2,1798,2324755,159,19,22105000.0,96,5,265,3333,613,22440,1,2,1,9,False,3,999,1938118.4719999998,16150000.0,100000.0,2.16,1
2726,2457402,2457466,0,-2,1798,379331,385,11,2500000.0,96,5,60,4896,613,123108,3,2,1,9,False,3,999,1063021.178,3550000.0,100000.0,1.21,1
3875,2457636,2457715,111,-2,1798,-3,156,12,2000000.0,96,5,152,7709,2331,181133,4,1,5,8,False,3,999,868855.5556,10000000.0,10000.0,2.95,1
1438,2457644,2457656,111,-2,1798,1861455,385,11,1250000.0,96,5,102,2264,613,133547,3,2,1,9,False,3,999,1614166.667,10000000.0,10710.0,3.58,1
14810,2457502,2457587,111,-2,1798,2105759,385,11,1200000.0,96,5,128,3059,613,105446,2,2,1,9,False,3,999,1396706.6730000002,25000000.0,25000.0,2.39,1
10938,2457318,2457395,111,-2,1798,393,301,16,2403000.0,96,5,101,2758,613,133253,3,2,1,9,False,3,999,1278782.59,5000000.0,100000.0,1.5,1
13119,2457528,2457618,0,-2,1798,1325550,26,10,1250000.0,96,5,60,791,613,131835,3,2,1,9,False,3,999,2212644.875,15000000.0,330247.0,1.6,1
12622,2457524,2457532,111,-2,1798,361,26,10,1250000.0,96,5,70,2794,613,110841,2,2,1,9,False,3,999,2054800.0,15000000.0,63200.0,1.73,1
9949,2457648,2457738,111,-2,1798,-3,156,12,500000.0,96,5,7,154,168,85704,2,1,5,8,False,3,999,634789.1429,2500000.0,100000.0,2.56,1
4934,2457593,2457687,104,-2,1798,1325002,159,19,270000.0,96,5,223,767,613,161105,3,2,1,9,False,3,999,359781.25,1000000.0,29500.0,2.25,1
12158,2457390,2457473,103,-2,1798,-3,156,12,1500000.0,96,5,78,1267,1168,75145,2,1,5,8,False,3,999,975000.0,5500000.0,58000.0,2.5,1
8877,2457447,2457540,0,-2,1798,1482636,238,9,300000.0,96,5,265,5409,613,130442,3,2,1,9,False,3,999,2255571.921,25000000.0,50000.0,3.12,1
8871,2457531,2457610,111,-2,1798,2805857,26,10,2500000.0,96,5,128,7852,613,173421,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
11141,2457373,2457464,0,-2,1798,2318264,301,16,1000000.0,96,5,128,3190,613,173928,3,2,1,9,False,3,999,2381721.506,20000000.0,84584.0,2.7,1
10893,2457649,2457740,4,-2,1798,2759122,26,10,500000.0,96,5,189,4300,613,181015,4,2,1,9,False,3,999,258000.0,1600000.0,50600.0,1.32,1
12021,2457662,2457667,103,-2,1798,2191,385,11,500000.0,96,5,70,488,613,70049,2,2,1,9,False,3,999,1587636.364,30575000.0,25000.0,2.28,1
6523,2457662,2457754,104,-2,1798,1339080,26,10,500000.0,96,5,265,780,613,185342,4,2,1,9,False,3,999,1748317.3080000002,2500000.0,100000.0,3.0,1
498,2457460,2457537,0,-2,1798,1940648,385,11,1000000.0,96,5,187,2639,613,131121,3,2,1,9,False,3,999,1534406.7,3950000.0,500000.0,1.39,1
1900,2457447,2457471,0,-2,1798,200321,238,9,2400000.0,96,5,114,5300,613,110215,2,2,1,9,False,3,999,1831689.5769999998,6000000.0,15034.0,1.86,1
8803,2457600,2457603,111,-2,1798,1775189,385,11,2000000.0,96,5,128,2142,613,125707,3,2,1,9,False,3,999,1505702.7519999999,6413198.0,10000.0,2.74,1
4330,2457446,2457444,111,-2,1798,2275446,385,11,2500000.0,96,5,265,3387,613,144217,3,2,1,9,False,3,999,826201.8072,2500000.0,50000.0,3.16,1
4651,2457528,2457615,1,-2,1798,2805857,26,10,1250000.0,96,5,128,4376,613,154701,3,2,1,9,False,3,999,674551.5789,3300000.0,26715.0,1.44,1
7290,2457568,2457600,111,-2,1798,1929068,301,16,10000000.0,96,5,128,2638,613,73334,2,2,1,9,False,3,999,1448783.65,18652620.0,39400.0,2.42,1
7788,2457597,2457691,111,-2,1798,-3,156,12,9120868.0,73,16,175,5686,2619,123327,3,1,3,8,False,3,999,1203656.565,2500000.0,59400.0,2.57,1
13266,2457620,2457693,103,-2,1798,3061291,26,10,1817413.0,96,5,128,8125,613,210347,4,2,1,9,False,3,999,222437.5,1000000.0,17000.0,1.29,1
8357,2457512,2457574,104,-2,1798,3031390,301,16,600000.0,96,5,128,8229,613,85230,2,2,1,9,False,3,999,425406.0938,2500000.0,10000.0,1.65,1
13403,2457591,2457609,111,-2,1798,2787947,26,10,1250000.0,96,5,203,4309,613,100002,2,2,1,9,False,3,999,1164882.456,5000000.0,23100.0,1.6,1
5325,2457610,2457684,111,-2,1798,-3,156,12,2500000.0,96,5,93,596,975,73140,2,1,5,8,False,3,999,1679777.6269999999,6000000.0,50.0,4.23,1
11883,2457581,2457667,111,-2,1798,-3,156,12,1250000.0,96,5,8,113,158,180358,4,1,5,8,False,3,999,516071.4286,5000000.0,49300.0,1.72,1
13220,2457581,2457639,4,53525,927,2153255,227,1,500000.0,96,5,75,6895,1438,100237,2,2,2,4,False,3,999,620923.2892,5000000.0,18000.0,3.61,1
7131,2457401,2457491,93,-2,1798,487,301,16,2500000.0,96,5,128,2672,613,141323,3,2,1,9,False,3,999,1141773.688,10000000.0,38900.0,4.31,1
14664,2457353,2457418,111,-2,1798,2651733,159,19,100000.0,96,5,186,8666,613,152516,3,2,1,9,False,3,999,316165.7232,1140000.0,28700.0,1.41,1
8231,2457376,2457446,103,-2,1798,-3,156,12,1200000.0,96,5,128,7726,352,152229,3,1,5,8,False,3,999,661064.0,2500000.0,14814.0,1.73,1
137,2457655,2457718,111,-2,1798,1482645,26,10,2500000.0,96,5,70,1587,613,112617,2,2,1,9,False,3,999,1154270.857,3600000.0,100000.0,2.0,1
9374,2457581,2457655,111,-2,1798,-3,156,12,2500000.0,96,5,8,65,270,124837,3,1,5,8,False,3,999,1904523.256,47700000.0,25000.0,2.91,1
10311,2457473,2457536,111,-2,1798,81486,385,11,2500000.0,96,5,75,3773,613,190530,4,2,1,9,False,3,999,2508051.923,15000000.0,147000.0,3.37,1
5177,2457300,2457341,0,-2,1798,-3,156,12,2500000.0,96,5,75,7838,1973,190004,4,1,5,8,False,3,999,1398056.081,11000000.0,137000.0,1.95,1
6548,2457654,2457748,111,-2,1798,2440203,238,9,4300000.0,96,5,128,5574,613,160444,3,2,1,9,False,3,999,1228742.869,25000000.0,12001.0,2.2,1
14116,2457409,2457500,0,-2,1798,-3,156,12,1500000.0,96,5,241,1465,2131,210933,4,1,5,8,False,3,999,1225701.031,3300000.0,500000.0,1.36,1
12631,2457491,2457586,111,-2,1798,-3,156,12,2500000.0,96,5,128,1097,1781,100302,2,1,5,8,False,3,999,1904523.256,22000000.0,100000.0,1.61,1
4673,2457592,2457646,132,-2,1798,1594619,26,10,150000.0,96,5,241,1793,613,234027,4,2,1,9,False,3,999,76014.06897000001,38000.0,100000.0,1.0,1
6987,2457645,2457688,104,-2,1798,-3,156,12,1250000.0,96,5,75,1640,2326,212332,4,1,5,8,False,3,999,5250000.0,50000000.0,100000.0,3.0,1
6972,2457501,2457577,111,469545,1850,2518687,58,6,38000.0,96,5,128,6101,2687,185437,4,2,2,4,False,3,999,275998.0455,1600000.0,15000.0,1.56,1
5225,2457621,2457711,104,-2,1798,1357824,26,10,500000.0,96,5,91,1036,613,103650,2,2,1,9,False,3,999,920903.7361,3000000.0,50000.0,1.5,1
5764,2457329,2457371,93,569109,1645,2745768,58,6,14296150.0,96,5,259,6503,2432,150135,3,2,2,4,False,3,999,748754.2738,9097777.0,23800.0,1.97,1
3533,2457401,2457479,103,-2,1798,2391080,385,11,1250000.0,96,5,128,3746,613,201122,4,2,1,9,False,3,999,724683.5443,3025000.0,119600.0,1.61,1
7041,2457534,2457616,103,-2,1798,1394705,26,10,700000.0,96,5,60,1101,613,164622,3,2,1,9,False,3,999,300000.0,1000000.0,26500.0,1.27,1
11211,2457507,2457597,111,-2,1798,2796161,385,11,1250000.0,96,5,128,4315,613,75731,2,2,1,9,False,3,999,1904523.256,22000000.0,100000.0,1.23,1
1743,2457505,2457570,111,-2,1798,154536,385,11,1250000.0,96,5,128,3941,613,3829,1,2,1,9,False,3,999,1914436.709,19312500.0,100000.0,1.38,1
13958,2457355,2457441,93,-2,1798,-3,156,12,700000.0,96,5,208,5667,2386,222238,4,1,5,8,False,3,999,534630.0,5000000.0,50000.0,1.7,1
12919,2457595,2457645,111,-2,1798,-3,156,12,1250000.0,96,5,8,75,262,221450,4,1,5,8,False,3,999,956697.0588,2500000.0,50000.0,2.05,1
7706,2457465,2457548,93,-2,1798,226374,385,11,1500000.0,96,5,256,4557,613,112905,2,2,1,9,False,3,999,3079809.664,40000000.0,269700.0,2.48,1
6276,2457413,2457504,111,-2,1798,-3,156,12,1250000.0,96,5,8,145,181,122512,3,1,5,8,False,3,999,711007.8384,15000000.0,93400.0,1.57,1
13513,2457301,2457361,0,-2,1798,1285717,26,10,2500000.0,96,5,128,663,613,180521,4,2,1,9,False,3,999,2088255.5559999999,10000000.0,84584.0,1.56,1
14636,2457522,2457600,111,511350,1585,2415417,58,6,100000.0,96,5,265,6705,2316,80901,2,2,2,4,False,3,999,494765.4412,3367000.0,24600.0,1.36,1
11204,2457452,2457544,103,-2,1798,78908,159,19,50000.0,96,5,259,3638,613,214213,4,2,1,9,False,3,999,399307.3333,1500000.0,20000.0,2.4,1
12654,2457581,2457672,104,-2,1798,-3,156,12,1250000.0,96,5,8,188,14,142512,3,1,5,8,False,3,999,607461.6772,2000000.0,25000.0,1.3,1
2035,2457371,2457420,93,-2,1798,-3,156,12,500000.0,96,5,268,1466,317,124936,3,1,5,8,False,3,999,1275542.938,6000000.0,39200.0,1.57,1
2646,2457495,2457516,0,-2,1798,2102395,385,11,2500000.0,96,5,128,3005,613,130428,3,2,1,9,False,3,999,1855409.4740000002,6000000.0,15034.0,2.66,1
1182,2457561,2457626,93,-2,1798,1154046,301,16,10000000.0,96,5,75,498,613,111831,2,2,1,9,False,3,999,4906702.847,75000000.0,50000.0,2.4,1
