X;id_tanggal_transaksi_awal;tanggal_transaksi_awal;tipe_kartu;id_merchant;nama_merchant;tipe_mesin;tipe_transaksi;nama_transaksi;nilai_transaksi;id_negara;nama_negara;nama_kota;lokasi_mesin;pemilik_mesin;waktu_transaksi;kuartal_transaksi;kepemilikan_kartu;nama_channel;id_channel;flag_transaksi_finansial;status_transaksi;bank_pemilik_kartu;rata_rata_nilai_transaksi;maksimum_nilai_transaksi;minimum_nilai_transaksi;rata_rata_jumlah_transaksi;flag_transaksi_fraud;grouped_time;selisih_transaksi
3490;2457388;2457471;111;-2;1798;-3;156;12;2500000;96;5;8;28;112;150802;3;1;5;8;FALSE;3;999;1317066,176;15000000;300000;3,23;1;2;1182933,824
7411;2457659;2457665;2;-2;1798;-3;156;12;500000;96;5;229;108;51;154502;3;1;5;8;FALSE;3;999;422543,1184;8503541;39300;2,95;1;2;77456,8816
14285;2457411;2457502;1;-2;1798;-3;156;12;1250000;96;5;35;211;209;115250;2;1;5;8;FALSE;3;999;831000;3200000;26500;4,41;1;2;419000
4413;2457576;2457669;93;-2;1798;1289502;148;5;100000;96;5;265;735;613;165628;3;2;1;9;FALSE;3;999;3714086,914;20000000;500000;2,23;1;2;3614086,914
12023;2457509;2457534;93;-2;1798;1588046;385;11;2500000;96;5;70;1902;613;131204;3;2;1;9;FALSE;3;999;2823291,766;14000000;25000;3,76;1;2;323291,766
12472;2457472;2457514;103;-2;1798;1834410;385;11;1000000;96;5;128;2296;613;83723;2;2;1;9;FALSE;3;999;349397,0588;1000000;30000;1,6;1;2;650602,9412
471;2457395;2457418;111;-2;1798;-3;158;12;2500000;96;5;65;7761;2392;80759;2;1;5;8;FALSE;3;999;1342663,887;10000000;50000;1,89;1;2;1157336,113
9711;2457385;2457384;93;-2;1798;1037368;301;16;10000000;96;5;265;4522;613;132818;3;2;1;9;FALSE;3;999;2222784,81;5000000;1000000;3,57;1;2;7777215,19
1956;2457575;2457668;0;-2;1798;2124651;26;10;1250000;96;5;128;3045;613;114536;2;2;1;9;FALSE;3;999;1358068,853;1900000;1000000;5;1;2;108068,853
6147;2457635;2457677;104;-2;1798;1581535;26;10;200000;96;5;265;1834;613;171450;3;2;1;9;FALSE;3;999;90000;100000;50000;1,2;1;2;110000
4156;2457513;2457512;111;-2;1798;-3;156;12;2000000;96;5;284;1180;1596;103751;2;1;5;8;FALSE;3;999;1863980,797;2500000;1000000;1,61;1;2;136019,203
1396;2457582;2457674;111;-2;1798;1942709;301;16;2500000;96;5;128;2751;613;81858;2;2;1;9;FALSE;3;999;1214624,702;10000000;22308;2,91;1;2;1285375,298
2645;2457603;2457646;111;-2;1798;1525134;26;10;1250000;96;5;273;1697;613;132907;3;2;1;9;FALSE;3;999;287720,3488;2000000;10000;1,77;1;2;962279,6512
10057;2457450;2457545;111;-2;1798;3100361;26;10;200000;96;5;265;8089;613;114401;2;2;1;9;FALSE;3;999;247683,4304;1250000;21400;1,65;1;2;47683,4304
5952;2457660;2457751;132;-2;1798;-3;156;12;2500000;96;5;128;5228;1974;134155;3;1;5;8;FALSE;3;999;1341592,168;9160000;200000;1,61;1;2;1158407,832
7976;2457505;2457566;103;-2;1798;1531798;238;9;1200000;96;5;181;5422;613;124156;3;2;1;9;FALSE;3;999;834782,6087;2500000;50000;1,74;1;2;365217,3913
8631;2457647;2457738;111;-2;1798;1893591;147;3;4899000;96;5;128;2499;613;222041;4;2;1;9;FALSE;3;999;3686947,417;18640000;50000;1,79;1;1;1212052,583
4778;2457536;2457602;0;-2;1798;-3;156;12;2500000;96;5;128;5643;2210;143936;3;1;5;8;FALSE;3;999;2057527,778;6700000;238000;6;1;2;442472,222
7593;2457636;2457731;104;-2;1798;2536762;159;19;110000;96;5;265;3944;613;164206;3;2;1;9;FALSE;3;999;265531,0526;3300000;90000;1,69;1;2;155531,0526
2480;2457393;2457418;111;-2;1798;-3;156;12;2000000;96;5;152;2019;2620;112843;2;1;5;8;FALSE;3;999;1641211,811;14130000;45000;1,39;1;2;358788,189
3406;2457590;2457673;111;-2;1798;2419374;26;10;1250000;96;5;128;3921;613;73629;2;2;1;9;FALSE;3;999;2248279,221;50000000;27500;2,66;1;1;998279,221
9345;2457636;2457724;93;-2;1798;508187;385;11;2500000;96;5;128;5024;613;70324;2;2;1;9;FALSE;3;999;2382324,27;40000000;26500;3,88;1;1;117675,73
10883;2457655;2457661;132;-2;1798;1564130;159;19;13997536;96;5;128;1806;613;132839;3;2;1;9;FALSE;3;999;440822,8642;1100000;54900;1,47;1;2;13556713,14
3319;2457353;2457426;0;-2;1798;2774055;301;16;500000;96;5;60;8566;613;214139;4;2;1;9;FALSE;3;999;1385215,892;10000000;137000;1,86;1;3;885215,892
206;2457638;2457725;0;-2;1798;-3;156;12;1500000;-2;15;42;7764;1;181536;4;1;5;8;FALSE;3;999;873846,1538;5500000;45000;1,64;1;2;626153,8462
10812;2457582;2457650;111;216408;599;2465814;58;6;1239072;96;5;128;7451;1026;114721;2;2;2;4;FALSE;3;999;1196821,328;10000000;70700;1,58;1;2;42250,672
3030;2457557;2457621;0;-2;1798;1618281;159;19;8000000;96;5;128;1906;613;81810;2;2;1;9;FALSE;3;999;1247238,889;1250000;1730000;5;1;2;6752761,111
13283;2457534;2457585;111;-2;1798;-3;156;12;200000;96;5;128;5146;1986;202313;4;1;5;8;FALSE;3;999;826201,8072;8554000;25700;1,54;1;3;626201,8072
1288;2457434;2457491;93;-2;1798;1224648;238;9;2450000;96;5;128;5298;613;115301;2;2;1;9;FALSE;3;999;315458,8235;850000;100000;1,31;1;2;2134541,177
1297;2457425;2457508;93;-2;1798;3108547;301;16;1200000;96;5;75;4528;613;65920;2;2;1;9;FALSE;3;999;4980863,551;75000000;15000;5,84;1;1;3780863,551
6129;2457585;2457677;104;-2;1798;2432928;385;11;200000;96;5;265;3852;613;80654;2;2;1;9;FALSE;3;999;66666,66667;100000;50000;1,67;1;2;133333,3333
3056;2457314;2457319;104;-2;1798;2432631;238;9;1600000;96;5;189;5590;613;50229;1;2;1;9;FALSE;3;999;389285,7143;1250000;22500;1,64;1;1;1210714,286
12293;2457628;2457720;104;-2;1798;1347172;26;10;300000;96;5;128;906;613;162823;3;2;1;9;FALSE;3;999;363406,4516;1700000;24900;1,73;1;2;63406,4516
14025;2457419;2457507;103;-2;1798;-3;156;12;1500000;96;5;185;289;561;112233;2;1;5;8;FALSE;3;999;355611,0143;1000000;100000;1,15;1;2;1144388,986
5786;2457610;2457695;104;-2;1798;91674;301;16;10000000;96;5;58;5150;613;105113;2;2;1;9;FALSE;3;999;859125,8852;7000000;25000;1,68;1;2;9140874,115
76;2457423;2457472;4;-2;1798;2953893;26;10;2500000;96;5;128;4463;613;94844;2;2;1;9;FALSE;3;999;5094545,455;24504480;1026000;1,94;1;2;2594545,455
13973;2457576;2457656;111;-2;1798;-3;156;12;2500000;96;5;128;1353;1047;65131;2;1;5;8;FALSE;3;999;1904523,256;10000000;77200;1,93;1;1;595476,744
8037;2457559;2457574;132;-2;1798;1919597;385;11;1250000;96;5;70;2548;613;140707;3;2;1;9;FALSE;3;999;1445115,639;10000000;25000;4,13;1;2;195115,639
14615;2457453;2457549;111;-2;1798;-3;156;12;500000;96;5;255;5341;1395;200422;4;1;5;8;FALSE;3;999;719703,881;8831000;18000;1,33;1;3;219703,881
784;2457614;2457642;1;-2;1798;-3;156;12;1000000;96;5;283;269;569;53429;1;1;5;8;FALSE;3;999;1097040,246;2500000;400000;2,17;1;1;97040,246
1916;2457627;2457691;103;-2;1798;1522461;385;11;1250000;96;5;265;1698;613;103104;2;2;1;9;FALSE;3;999;2475050;28527000;100000;1,59;1;2;1225050
478;2457523;2457612;4;-2;1798;-3;156;12;500000;96;5;60;7745;765;71601;2;1;5;8;FALSE;3;999;1431667,604;10000000;26500;1,41;1;1;931667,604
859;2457648;2457739;111;-2;1798;2382586;159;19;10000000;96;5;259;5145;613;164909;3;2;1;9;FALSE;3;999;771543,0769;10000000;50000;2,86;1;2;9228456,923
5664;2457531;2457627;111;-2;1798;-3;156;12;300000;96;5;128;7837;1370;105417;2;1;5;8;FALSE;3;999;1332122,874;25000000;50000;3,09;1;2;1032122,874
13477;2457462;2457556;2;-2;1798;-3;156;12;2500000;96;5;1;2017;1867;54350;1;1;5;8;FALSE;3;999;11723483,47;100000000;41804;2,4;1;1;9223483,47
9937;2457648;2457738;93;-2;1798;-3;156;12;3000000;73;16;174;7813;1971;192125;4;1;3;8;FALSE;3;999;4348541,893;25000000;1026000;2,27;1;3;1348541,893
13621;2457384;2457434;93;-2;1798;-3;156;12;1500000;96;5;51;11;614;195925;4;1;5;8;FALSE;3;999;3966382,512;54659000;100000;2,48;1;3;2466382,512
8496;2457409;2457500;111;-2;1798;2005;385;11;1200000;96;5;210;730;613;150318;3;2;1;9;FALSE;3;999;207690,4762;1200000;16500;1,25;1;2;992309,5238
6237;2457650;2457710;111;-2;1798;3186054;301;16;1181000;96;5;265;4552;613;140801;3;2;1;9;FALSE;3;999;1526250;9160000;24000;1,27;1;2;345250
10920;2457560;2457652;0;-2;1798;1420055;385;11;100000;96;5;60;1286;613;123018;3;2;1;9;FALSE;3;999;1008156,143;15000000;22700;2,16;1;2;908156,143
14244;2457390;2457480;103;-2;1798;-3;156;12;1000000;96;5;128;293;573;135855;3;1;5;8;FALSE;3;999;701532,1111;2100000;10000;1,58;1;2;298467,8889
9974;2457313;2457407;103;-2;1798;-3;156;12;850000;96;5;55;5342;340;100648;2;1;5;8;FALSE;3;999;369565,2174;1000000;100000;2,4;1;2;480434,7826
10293;2457640;2457672;93;-2;1798;1289504;26;10;1500000;96;5;128;700;613;153934;3;2;1;9;FALSE;3;999;1417044,913;10699000;86140;3,94;1;2;82955,087
5397;2457661;2457669;111;-2;1798;1964;385;11;500000;96;5;265;818;613;81827;2;2;1;9;FALSE;3;999;245127,7474;1250000;10000;1,85;1;2;254872,2526
13556;2457549;2457637;104;-2;1798;-3;156;12;1500000;96;5;187;577;2118;213532;4;1;5;8;FALSE;3;999;5250000;5700000;5700000;1;1;3;3750000
14709;2457506;2457535;0;-2;1798;2876767;301;16;15000000;96;5;265;4275;613;65724;2;2;1;9;FALSE;3;999;6445000;27500000;50000;1,74;1;1;8555000
10026;2457646;2457733;104;-2;1798;1245651;385;11;100000;96;5;265;696;613;102434;2;2;1;9;FALSE;3;999;109789,6552;100000;50000;1;1;2;9789,6552
6309;2457371;2457451;0;-2;1798;-3;156;12;300000;96;5;99;5286;1974;171607;3;1;5;8;FALSE;3;999;931744,6429;12828000;25700;2,54;1;2;631744,6429
13089;2457536;2457616;103;-2;1798;2008048;238;9;300000;96;5;128;5549;613;44057;1;2;1;9;FALSE;3;999;1184367,722;6000000;30900;1,33;1;1;884367,722
6753;2457511;2457589;0;-2;1798;-3;156;12;1200000;96;5;8;67;173;180034;4;1;5;8;FALSE;3;999;1343814,583;9000000;33500;1,84;1;2;143814,583
9906;2457522;2457558;111;-2;1798;-3;156;12;1500000;96;5;259;5283;2403;83031;2;1;5;8;FALSE;3;999;836890,1765;2500000;28000;1,68;1;2;663109,8235
8680;2457402;2457419;2;-2;1798;2073725;26;10;1250000;96;5;265;2885;613;63653;2;2;1;9;FALSE;3;999;512797,4;2150000;20000;2,57;1;1;737202,6
9821;2457377;2457462;0;-2;1798;1800245;301;16;10000000;96;5;76;2148;613;101439;2;2;1;9;FALSE;3;999;1032780,882;2500000;220000;1,67;1;2;8967219,118
1333;2457595;2457689;5;-2;1798;1874486;159;19;50000;96;5;265;2444;613;155630;3;2;1;9;FALSE;3;999;299250;1100000;40000;1,76;1;2;249250
12292;2457581;2457610;0;-2;1798;-3;156;12;1800000;96;5;51;16;614;101604;2;1;5;8;FALSE;3;999;2931390,898;5000000;500000;2,5;1;2;1131390,898
14149;2457561;2457649;104;-2;1798;-3;156;12;300000;96;5;240;7832;81;140406;3;1;5;8;FALSE;3;999;312274,5591;1250000;25000;1,28;1;2;12274,5591
11962;2457441;2457500;111;-2;1798;1587950;385;11;2500000;96;5;128;1899;613;143833;3;2;1;9;FALSE;3;999;502865,16;1000000;147850;1,14;1;2;1997134,84
6411;2457565;2457646;0;-2;1798;-3;156;12;1250000;96;5;8;227;226;125842;3;1;5;8;FALSE;3;999;2073712,944;6700000;80000;1,82;1;2;823712,944
5990;2457508;2457585;93;-2;1798;1730371;385;11;2500000;96;5;60;2065;613;84242;2;2;1;9;FALSE;3;999;2346827,891;60000000;50000;2,36;1;2;153172,109
1798;2457615;2457683;104;-2;1798;-3;156;12;1500000;96;5;128;1921;2001;74158;2;1;5;8;FALSE;3;999;5250000;10000000;1000000;1,64;1;1;3750000
7788;2457306;2457398;0;-2;1798;1446196;26;10;1250000;96;5;60;918;613;101928;2;2;1;9;FALSE;3;999;708412,9063;1000000;100000;1,75;1;2;541587,0937
9232;2457627;2457627;103;-2;1798;2686838;385;11;200000;96;5;242;8584;613;60642;2;2;1;9;FALSE;3;999;950000;3000000;26500;2,21;1;1;750000
10592;2457642;2457735;93;-2;1798;1474226;159;19;20000000;96;5;203;1551;613;112240;2;2;1;9;FALSE;3;999;4156069,526;25000000;78500;2,27;1;2;15843930,47
6451;2457529;2457547;111;-2;1798;1586479;26;10;1000000;96;5;293;1823;613;80040;2;2;1;9;FALSE;3;999;1055198,539;2500000;100000;3;1;2;55198,539
3524;2457504;2457576;111;-2;1798;1092201;26;10;2500000;96;5;148;354;613;123055;3;2;1;9;FALSE;3;999;1691944,165;10000000;100000;1,9;1;2;808055,835
7334;2457397;2457473;103;-2;1798;-3;156;12;1000000;96;5;52;18;614;164935;3;1;5;8;FALSE;3;999;376260,0406;1000000;55000;1,89;1;2;623739,9594
10773;2457422;2457511;0;-2;1798;-3;156;12;2000000;96;5;265;1349;1386;133212;3;1;5;8;FALSE;3;999;976575,7207;2800000;60000;1,63;1;2;1023424,279
1335;2457514;2457573;111;-2;1798;2344943;26;10;500000;96;5;141;3442;613;165642;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;500000
8211;2457370;2457411;103;-2;1798;-3;156;12;1300000;96;5;153;7811;2387;151541;3;1;5;8;FALSE;3;999;1184367,722;10000000;25000;2,08;1;2;115632,278
6345;2457442;2457521;111;-2;1798;1984709;26;10;2500000;96;5;185;2775;613;95641;2;2;1;9;FALSE;3;999;2839343,434;12123109;1000000;2,63;1;2;339343,434
11350;2457517;2457527;93;-2;1798;-3;156;12;1250000;96;5;128;1737;840;110612;2;1;5;8;FALSE;3;999;1765622,473;20000000;50000;2,7;1;2;515622,473
6525;2457466;2457512;0;-2;1798;2056320;147;3;684477;96;5;187;2873;613;173734;3;2;1;9;FALSE;3;999;372705,7576;2450000;44000;1,39;1;2;311771,2424
3584;2457575;2457627;93;-2;1798;-3;156;12;2000000;96;5;189;5667;2286;140621;3;1;5;8;FALSE;3;999;2357568,312;46765185;50000;1,78;1;2;357568,312
11231;2457646;2457730;93;-2;1798;-3;156;12;3411266;149;7;27;5187;1975;172354;3;1;5;8;FALSE;3;999;2564532,946;28555000;200000;2,69;1;2;846733,054
10031;2457465;2457540;111;-2;1798;2486941;26;10;2500000;96;5;70;8250;613;93152;2;2;1;9;FALSE;3;999;1141783,399;8000000;27700;1,91;1;2;1358216,601
10721;2457651;2457745;103;-2;1798;352104;385;11;100000;96;5;189;4670;613;151928;3;2;1;9;FALSE;3;999;303038,1719;1000000;23000;2;1;2;203038,1719
1238;2457576;2457632;111;-2;1798;1368763;385;11;1250000;96;5;75;1048;613;151421;3;2;1;9;FALSE;3;999;889019,9027;2500000;77600;1,63;1;2;360980,0973
2891;2457475;2457495;111;-2;1798;756;26;10;300000;96;5;237;2343;613;111825;2;2;1;9;FALSE;3;999;1674568,93;10000000;300000;1,73;1;2;1374568,93
3583;2457426;2457513;1;-2;1798;-3;156;12;200000;96;5;37;225;214;121152;3;1;5;8;FALSE;3;999;665171,8587;2500000;25000;2,29;1;2;465171,8587
12786;2457395;2457439;111;-2;1798;2849096;301;16;10000000;96;5;128;4191;613;204731;4;2;1;9;FALSE;3;999;1674568,93;2500000;50000;2,26;1;3;8325431,07
7247;2457614;2457627;0;-2;1798;2541786;26;10;1250000;96;5;259;4017;613;120153;3;2;1;9;FALSE;3;999;645719,5423;2500000;10000;1,77;1;2;604280,4577
5993;2457662;2457754;104;-2;1798;-3;440;15;70000;96;5;8;176;177;110754;2;1;5;8;FALSE;3;999;265531,0526;1150000;20400;1,16;1;2;195531,0526
5412;2457520;2457607;2;-2;1798;-3;156;12;5098977;96;5;128;7713;2609;144459;3;1;5;8;FALSE;3;999;3030391,639;27500000;51500;2,83;1;2;2068585,361
2579;2457566;2457658;111;-2;1798;1919585;159;19;19305000;96;5;128;2548;613;231003;4;2;1;9;FALSE;3;999;2530285,326;8640720;200000;2,08;1;1;16774714,67
13961;2457592;2457631;111;-2;1798;-3;156;12;2500000;96;5;93;1352;1480;153915;3;1;5;8;FALSE;3;999;1904523,256;10000000;77200;1,93;1;2;595476,744
1255;2457642;2457732;111;-2;1798;3338459;238;9;1700000;96;5;139;8524;613;73920;2;2;1;9;FALSE;3;999;766759,0909;5000000;14500;1,93;1;1;933240,9091
12896;2457402;2457436;103;-2;1798;2032;26;10;2500000;96;5;128;764;613;83812;2;2;1;9;FALSE;3;999;617486,5854;2500000;65800;1,38;1;2;1882513,415
1398;2457452;2457507;104;-2;1798;1590941;26;10;1200000;96;5;293;1964;613;155153;3;2;1;9;FALSE;3;999;501560;2500000;66300;1,18;1;2;698440
14392;2457615;2457692;111;-2;1798;174326;301;16;10000000;96;5;251;3941;613;3349;1;2;1;9;FALSE;3;999;2085884,058;4700000;289724;2,44;1;1;7914115,942
1016;2457459;2457537;0;-2;1798;1898620;385;11;1100000;96;5;237;2499;613;113548;2;2;1;9;FALSE;3;999;1386250;2500000;700000;1,6;1;2;286250
11292;2457648;2457739;3;-2;1798;-3;156;12;1250000;-2;16;1;5707;1;201259;4;1;5;8;FALSE;3;999;6828647,765;25000000;300000;2,29;1;3;5578647,765
82;2457611;2457696;111;-2;1798;1857064;159;19;1586000;96;5;259;2360;613;110603;2;2;1;9;FALSE;3;999;1380108,281;14280000;25000;2,56;1;2;205891,719
1130;2457616;2457680;93;-2;1798;2132716;159;19;300000;96;5;244;2285;613;53833;1;2;1;9;FALSE;3;999;1564276,889;10000000;100000;2,54;1;1;1264276,889
10757;2457611;2457642;93;-2;1798;2628243;385;11;2500000;96;5;70;4230;613;144118;3;2;1;9;FALSE;3;999;4428704,61;75000000;26500;2,72;1;2;1928704,61
8962;2457539;2457559;93;-2;1798;174326;26;10;2500000;96;5;223;3650;613;202529;4;2;1;9;FALSE;3;999;2390178,571;15000000;100000;2,24;1;3;109821,429
1006;2457637;2457731;103;593279;422;2414611;58;6;125000;96;5;189;6868;808;214143;4;2;2;4;FALSE;3;999;968780,1688;2000000;200000;1,36;1;3;843780,1688
9693;2457424;2457505;111;-2;1798;3046584;301;16;50000000;96;5;128;8136;613;124419;3;2;1;9;FALSE;3;999;8249704,194;23000000;1750000;1,94;1;2;41750295,81
10233;2457431;2457519;111;-2;1798;2102397;385;11;1000000;96;5;128;3005;613;183418;4;2;1;9;FALSE;3;999;1241861,123;10000000;795884;1,5;1;2;241861,123
6059;2457659;2457696;2;-2;1798;1274368;385;11;1500000;96;5;128;700;613;110504;2;2;1;9;FALSE;3;999;15523460,4;98000000;240000;3,32;1;2;14023460,4
6511;2457662;2457715;2;-2;1798;1926367;26;10;1250000;96;5;128;2604;613;102007;2;2;1;9;FALSE;3;999;7948597,608;67865000;490000;1,33;1;2;6698597,608
11640;2457550;2457638;111;-2;1798;-3;156;12;2500000;96;5;93;4872;1546;83953;2;1;5;8;FALSE;3;999;4143046,023;4200000;5000000;2,9;1;2;1643046,023
8368;2457597;2457652;0;-2;1798;2324755;159;19;22105000;96;5;265;3333;613;22440;1;2;1;9;FALSE;3;999;1938118,472;16150000;100000;2,16;1;1;20166881,53
2726;2457402;2457466;0;-2;1798;379331;385;11;2500000;96;5;60;4896;613;123108;3;2;1;9;FALSE;3;999;1063021,178;3550000;100000;1,21;1;2;1436978,822
3875;2457636;2457715;111;-2;1798;-3;156;12;2000000;96;5;152;7709;2331;181133;4;1;5;8;FALSE;3;999;868855,5556;10000000;10000;2,95;1;2;1131144,444
1438;2457644;2457656;111;-2;1798;1861455;385;11;1250000;96;5;102;2264;613;133547;3;2;1;9;FALSE;3;999;1614166,667;10000000;10710;3,58;1;2;364166,667
14810;2457502;2457587;111;-2;1798;2105759;385;11;1200000;96;5;128;3059;613;105446;2;2;1;9;FALSE;3;999;1396706,673;25000000;25000;2,39;1;2;196706,673
10938;2457318;2457395;111;-2;1798;393;301;16;2403000;96;5;101;2758;613;133253;3;2;1;9;FALSE;3;999;1278782,59;5000000;100000;1,5;1;2;1124217,41
13119;2457528;2457618;0;-2;1798;1325550;26;10;1250000;96;5;60;791;613;131835;3;2;1;9;FALSE;3;999;2212644,875;15000000;330247;1,6;1;2;962644,875
12622;2457524;2457532;111;-2;1798;361;26;10;1250000;96;5;70;2794;613;110841;2;2;1;9;FALSE;3;999;2054800;15000000;63200;1,73;1;2;804800
9949;2457648;2457738;111;-2;1798;-3;156;12;500000;96;5;7;154;168;85704;2;1;5;8;FALSE;3;999;634789,1429;2500000;100000;2,56;1;2;134789,1429
4934;2457593;2457687;104;-2;1798;1325002;159;19;270000;96;5;223;767;613;161105;3;2;1;9;FALSE;3;999;359781,25;1000000;29500;2,25;1;2;89781,25
12158;2457390;2457473;103;-2;1798;-3;156;12;1500000;96;5;78;1267;1168;75145;2;1;5;8;FALSE;3;999;975000;5500000;58000;2,5;1;1;525000
8877;2457447;2457540;0;-2;1798;1482636;238;9;300000;96;5;265;5409;613;130442;3;2;1;9;FALSE;3;999;2255571,921;25000000;50000;3,12;1;2;1955571,921
8871;2457531;2457610;111;-2;1798;2805857;26;10;2500000;96;5;128;7852;613;173421;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;2500000
11141;2457373;2457464;0;-2;1798;2318264;301;16;1000000;96;5;128;3190;613;173928;3;2;1;9;FALSE;3;999;2381721,506;20000000;84584;2,7;1;2;1381721,506
10893;2457649;2457740;4;-2;1798;2759122;26;10;500000;96;5;189;4300;613;181015;4;2;1;9;FALSE;3;999;258000;1600000;50600;1,32;1;2;242000
12021;2457662;2457667;103;-2;1798;2191;385;11;500000;96;5;70;488;613;70049;2;2;1;9;FALSE;3;999;1587636,364;30575000;25000;2,28;1;1;1087636,364
6523;2457662;2457754;104;-2;1798;1339080;26;10;500000;96;5;265;780;613;185342;4;2;1;9;FALSE;3;999;1748317,308;2500000;100000;3;1;2;1248317,308
498;2457460;2457537;0;-2;1798;1940648;385;11;1000000;96;5;187;2639;613;131121;3;2;1;9;FALSE;3;999;1534406,7;3950000;500000;1,39;1;2;534406,7
1900;2457447;2457471;0;-2;1798;200321;238;9;2400000;96;5;114;5300;613;110215;2;2;1;9;FALSE;3;999;1831689,577;6000000;15034;1,86;1;2;568310,423
8803;2457600;2457603;111;-2;1798;1775189;385;11;2000000;96;5;128;2142;613;125707;3;2;1;9;FALSE;3;999;1505702,752;6413198;10000;2,74;1;2;494297,248
4330;2457446;2457444;111;-2;1798;2275446;385;11;2500000;96;5;265;3387;613;144217;3;2;1;9;FALSE;3;999;826201,8072;2500000;50000;3,16;1;2;1673798,193
4651;2457528;2457615;1;-2;1798;2805857;26;10;1250000;96;5;128;4376;613;154701;3;2;1;9;FALSE;3;999;674551,5789;3300000;26715;1,44;1;2;575448,4211
7290;2457568;2457600;111;-2;1798;1929068;301;16;10000000;96;5;128;2638;613;73334;2;2;1;9;FALSE;3;999;1448783,65;18652620;39400;2,42;1;1;8551216,35
7788;2457597;2457691;111;-2;1798;-3;156;12;9120868;73;16;175;5686;2619;123327;3;1;3;8;FALSE;3;999;1203656,565;2500000;59400;2,57;1;2;7917211,435
13266;2457620;2457693;103;-2;1798;3061291;26;10;1817413;96;5;128;8125;613;210347;4;2;1;9;FALSE;3;999;222437,5;1000000;17000;1,29;1;3;1594975,5
8357;2457512;2457574;104;-2;1798;3031390;301;16;600000;96;5;128;8229;613;85230;2;2;1;9;FALSE;3;999;425406,0938;2500000;10000;1,65;1;2;174593,9062
13403;2457591;2457609;111;-2;1798;2787947;26;10;1250000;96;5;203;4309;613;100002;2;2;1;9;FALSE;3;999;1164882,456;5000000;23100;1,6;1;2;85117,544
5325;2457610;2457684;111;-2;1798;-3;156;12;2500000;96;5;93;596;975;73140;2;1;5;8;FALSE;3;999;1679777,627;6000000;50;4,23;1;1;820222,373
11883;2457581;2457667;111;-2;1798;-3;156;12;1250000;96;5;8;113;158;180358;4;1;5;8;FALSE;3;999;516071,4286;5000000;49300;1,72;1;2;733928,5714
13220;2457581;2457639;4;53525;927;2153255;227;1;500000;96;5;75;6895;1438;100237;2;2;2;4;FALSE;3;999;620923,2892;5000000;18000;3,61;1;2;120923,2892
7131;2457401;2457491;93;-2;1798;487;301;16;2500000;96;5;128;2672;613;141323;3;2;1;9;FALSE;3;999;1141773,688;10000000;38900;4,31;1;2;1358226,312
14664;2457353;2457418;111;-2;1798;2651733;159;19;100000;96;5;186;8666;613;152516;3;2;1;9;FALSE;3;999;316165,7232;1140000;28700;1,41;1;2;216165,7232
8231;2457376;2457446;103;-2;1798;-3;156;12;1200000;96;5;128;7726;352;152229;3;1;5;8;FALSE;3;999;661064;2500000;14814;1,73;1;2;538936
137;2457655;2457718;111;-2;1798;1482645;26;10;2500000;96;5;70;1587;613;112617;2;2;1;9;FALSE;3;999;1154270,857;3600000;100000;2;1;2;1345729,143
9374;2457581;2457655;111;-2;1798;-3;156;12;2500000;96;5;8;65;270;124837;3;1;5;8;FALSE;3;999;1904523,256;47700000;25000;2,91;1;2;595476,744
10311;2457473;2457536;111;-2;1798;81486;385;11;2500000;96;5;75;3773;613;190530;4;2;1;9;FALSE;3;999;2508051,923;15000000;147000;3,37;1;3;8051,923
5177;2457300;2457341;0;-2;1798;-3;156;12;2500000;96;5;75;7838;1973;190004;4;1;5;8;FALSE;3;999;1398056,081;11000000;137000;1,95;1;3;1101943,919
6548;2457654;2457748;111;-2;1798;2440203;238;9;4300000;96;5;128;5574;613;160444;3;2;1;9;FALSE;3;999;1228742,869;25000000;12001;2,2;1;2;3071257,131
14116;2457409;2457500;0;-2;1798;-3;156;12;1500000;96;5;241;1465;2131;210933;4;1;5;8;FALSE;3;999;1225701,031;3300000;500000;1,36;1;3;274298,969
12631;2457491;2457586;111;-2;1798;-3;156;12;2500000;96;5;128;1097;1781;100302;2;1;5;8;FALSE;3;999;1904523,256;22000000;100000;1,61;1;2;595476,744
4673;2457592;2457646;132;-2;1798;1594619;26;10;150000;96;5;241;1793;613;234027;4;2;1;9;FALSE;3;999;76014,06897;38000;100000;1;1;1;73985,93103
6987;2457645;2457688;104;-2;1798;-3;156;12;1250000;96;5;75;1640;2326;212332;4;1;5;8;FALSE;3;999;5250000;50000000;100000;3;1;3;4000000
6972;2457501;2457577;111;469545;1850;2518687;58;6;38000;96;5;128;6101;2687;185437;4;2;2;4;FALSE;3;999;275998,0455;1600000;15000;1,56;1;2;237998,0455
5225;2457621;2457711;104;-2;1798;1357824;26;10;500000;96;5;91;1036;613;103650;2;2;1;9;FALSE;3;999;920903,7361;3000000;50000;1,5;1;2;420903,7361
5764;2457329;2457371;93;569109;1645;2745768;58;6;14296150;96;5;259;6503;2432;150135;3;2;2;4;FALSE;3;999;748754,2738;9097777;23800;1,97;1;2;13547395,73
3533;2457401;2457479;103;-2;1798;2391080;385;11;1250000;96;5;128;3746;613;201122;4;2;1;9;FALSE;3;999;724683,5443;3025000;119600;1,61;1;3;525316,4557
